Fe,Co,Cr,Ni,Al,Ti
22,14,13,39,4,8
22,13,13,40,4,8
17,17,15,45,2,4
16,17,15,46,2,4
17,16,15,46,2,4
21,20,25,26,1,7
21,19,25,27,1,7
21,20,24,27,1,7
21,19,24,28,1,7
21,20,23,28,1,7
21,13,16,36,6,8
22,22,8,40,7,1
22,23,7,40,7,1
22,21,8,41,7,1
22,22,7,41,7,1
25,20,10,32,8,5
21,19,19,29,8,4
21,20,18,29,8,4
21,19,18,30,8,4
21,20,17,30,8,4
22,27,7,34,8,2
25,14,12,37,6,6
25,15,11,37,6,6
25,13,12,37,6,7
25,14,11,37,6,7
19,29,16,30,2,4
20,28,16,30,2,4
18,29,16,31,2,4
18,28,16,32,2,4
18,27,16,33,2,4
18,26,16,34,2,4
18,25,16,35,2,4
22,23,23,22,6,4
22,23,22,23,6,4
22,23,21,24,6,4
22,23,10,37,3,5
22,27,9,34,3,5
25,27,14,28,4,2
18,24,10,42,2,4
19,24,9,42,2,4
18,24,9,43,2,4
25,20,12,27,9,7
25,20,12,28,9,6
25,19,12,28,9,7
25,20,11,28,9,7
18,13,22,38,2,7
18,14,21,38,2,7
18,13,21,39,2,7
19,26,8,38,8,1
19,26,12,36,2,5
18,26,12,37,2,5
19,25,12,37,2,5
23,26,10,38,2,1
20,24,12,36,3,5
21,21,21,22,10,5
20,27,7,39,5,2
21,20,14,33,6,6
21,19,14,34,6,6
17,24,10,44,2,3
16,24,10,45,2,3
17,24,9,45,2,3
23,18,19,26,6,8
23,18,18,27,6,8
23,18,17,28,6,8
15,13,25,38,2,7
15,14,24,38,2,7
15,15,23,38,2,7
15,16,22,38,2,7
15,17,21,38,2,7
16,13,24,38,2,7
16,14,23,38,2,7
16,15,22,38,2,7
16,16,21,38,2,7
17,13,23,38,2,7
17,14,22,38,2,7
17,15,21,38,2,7
15,13,24,39,2,7
15,14,23,39,2,7
15,15,22,39,2,7
15,16,21,39,2,7
16,13,23,39,2,7
16,14,22,39,2,7
16,15,21,39,2,7
17,13,22,39,2,7
17,14,21,39,2,7
15,13,23,40,2,7
15,14,22,40,2,7
15,15,21,40,2,7
16,13,22,40,2,7
16,14,21,40,2,7
17,13,21,40,2,7
15,13,22,41,2,7
15,14,21,41,2,7
16,13,21,41,2,7
24,22,12,35,4,3
25,26,10,31,6,2
25,25,10,32,6,2
25,26,9,32,6,2
22,24,8,38,7,1
22,25,7,38,7,1
21,21,10,42,3,3
21,21,9,43,3,3
21,21,20,27,6,5
18,25,8,39,8,2
18,26,7,39,8,2
19,24,8,39,8,2
19,25,7,39,8,2
18,24,8,40,8,2
18,25,7,40,8,2
19,24,7,40,8,2
18,24,7,41,8,2
25,21,13,37,3,1
22,22,16,31,2,7
22,27,7,36,7,1
17,30,10,36,3,4
16,30,10,37,3,4
17,29,10,37,3,4
17,30,9,37,3,4
15,28,19,30,1,7
15,29,18,30,1,7
15,30,17,30,1,7
16,27,19,30,1,7
16,28,18,30,1,7
16,29,17,30,1,7
17,26,19,30,1,7
17,27,18,30,1,7
17,28,17,30,1,7
21,23,12,37,2,5
19,30,11,35,1,4
25,21,10,32,8,4
19,17,13,42,2,7
20,16,13,42,2,7
18,17,13,43,2,7
19,16,13,43,2,7
20,15,13,43,2,7
18,16,13,44,2,7
19,15,13,44,2,7
20,14,13,44,2,7
18,15,13,45,2,7
19,14,13,45,2,7
20,13,13,45,2,7
18,14,13,46,2,7
19,13,13,46,2,7
24,23,16,28,5,4
23,18,19,28,5,7
23,18,16,31,9,3
25,23,9,33,7,3
21,22,25,23,4,5
21,22,24,24,4,5
21,22,23,25,4,5
21,22,22,26,4,5
21,22,21,27,4,5
24,17,25,23,4,7
24,17,25,24,4,6
24,16,25,24,4,7
24,17,24,24,4,7
24,16,25,25,4,6
24,17,24,25,4,6
24,15,25,25,4,7
24,16,24,25,4,7
24,17,23,25,4,7
24,15,25,26,4,6
24,16,24,26,4,6
24,17,23,26,4,6
24,14,25,26,4,7
24,15,24,26,4,7
24,16,23,26,4,7
24,17,22,26,4,7
24,14,25,27,4,6
24,15,24,27,4,6
24,16,23,27,4,6
24,17,22,27,4,6
24,13,25,27,4,7
24,14,24,27,4,7
24,15,23,27,4,7
24,16,22,27,4,7
24,17,21,27,4,7
24,13,25,28,4,6
24,14,24,28,4,6
24,15,23,28,4,6
24,16,22,28,4,6
24,17,21,28,4,6
24,13,24,28,4,7
24,14,23,28,4,7
24,15,22,28,4,7
24,16,21,28,4,7
25,27,12,29,5,2
25,27,11,30,5,2
21,22,18,30,5,4
18,24,21,31,3,3
17,27,11,40,2,3
16,27,11,41,2,3
21,13,16,42,5,3
21,22,14,34,2,7
15,24,20,35,3,3
15,18,16,39,4,8
24,23,16,25,9,3
24,23,16,26,8,3
23,17,16,34,3,7
23,17,16,35,3,6
23,16,16,35,3,7
15,23,23,35,1,3
16,23,22,35,1,3
17,23,21,35,1,3
25,26,12,25,10,2
25,25,12,26,10,2
25,26,12,26,9,2
25,26,11,26,10,2
25,24,12,27,10,2
25,25,12,27,9,2
25,25,11,27,10,2
25,26,11,27,9,2
25,24,12,28,9,2
25,24,11,28,10,2
25,25,11,28,9,2
21,21,24,22,7,5
21,21,23,23,7,5
21,21,22,24,7,5
21,21,21,25,7,5
22,21,8,40,8,1
22,22,7,40,8,1
22,20,8,41,8,1
22,21,7,41,8,1
21,20,25,22,9,3
21,19,25,23,9,3
21,20,24,23,9,3
21,19,24,24,9,3
21,20,23,24,9,3
21,19,23,25,9,3
21,20,22,25,9,3
21,19,22,26,9,3
21,20,21,26,9,3
21,19,21,27,9,3
22,17,11,46,1,3
18,13,24,38,1,6
18,14,23,38,1,6
18,15,22,38,1,6
18,16,21,38,1,6
25,22,10,29,6,8
25,22,9,30,6,8
17,17,13,45,2,6
16,17,13,46,2,6
17,16,13,46,2,6
18,16,16,42,3,5
18,15,16,43,3,5
18,17,16,44,2,3
18,14,16,44,3,5
18,16,16,45,2,3
18,13,16,45,3,5
18,15,16,46,2,3
19,24,19,31,2,5
19,25,18,31,2,5
19,26,17,31,2,5
20,24,18,31,2,5
20,25,17,31,2,5
19,24,18,32,2,5
19,25,17,32,2,5
20,24,17,32,2,5
19,24,17,33,2,5
25,23,10,28,6,8
21,22,25,25,4,3
21,22,24,26,4,3
21,22,23,27,4,3
21,22,22,28,4,3
21,20,10,44,2,3
21,20,9,45,2,3
21,13,20,36,4,6
24,23,11,34,4,4
15,15,25,38,1,6
15,16,24,38,1,6
15,17,23,38,1,6
16,14,25,38,1,6
16,15,24,38,1,6
16,16,23,38,1,6
16,17,22,38,1,6
17,13,25,38,1,6
17,14,24,38,1,6
17,15,23,38,1,6
17,16,22,38,1,6
17,17,21,38,1,6
22,20,25,25,4,4
22,19,25,26,4,4
22,20,24,26,4,4
22,19,24,27,4,4
22,20,23,27,4,4
22,19,23,28,4,4
22,20,22,28,4,4
22,13,16,37,8,4
22,24,7,38,8,1
16,27,10,42,2,3
17,27,9,42,2,3
15,27,10,43,2,3
16,27,9,43,2,3
15,27,9,44,2,3
17,24,12,39,3,5
16,24,12,40,3,5
15,24,12,41,3,5
21,23,15,33,1,7
21,23,8,40,7,1
21,22,8,41,7,1
21,23,7,41,7,1
22,14,16,37,7,4
25,14,25,31,4,1
25,15,24,31,4,1
25,16,23,31,4,1
25,17,22,31,4,1
25,13,25,32,4,1
25,14,24,32,4,1
25,15,23,32,4,1
25,16,22,32,4,1
25,13,24,33,4,1
25,14,23,33,4,1
25,15,22,33,4,1
25,13,23,34,4,1
25,14,22,34,4,1
25,27,15,27,4,2
24,23,17,22,6,8
23,24,12,29,4,8
23,26,10,34,4,3
24,20,16,25,7,8
24,19,16,26,7,8
24,18,16,27,7,8
24,15,19,39,2,1
24,16,18,39,2,1
24,14,19,40,2,1
24,15,18,40,2,1
24,13,19,41,2,1
24,14,18,41,2,1
23,13,13,47,2,2
19,23,8,41,8,1
24,21,10,41,3,1
23,18,16,30,5,8
22,14,12,46,1,5
21,21,18,31,5,4
21,21,17,32,5,4
21,21,22,22,9,5
21,21,21,23,9,5
21,19,10,44,2,4
21,18,10,45,2,4
21,19,9,45,2,4
24,13,20,35,4,4
21,22,17,29,6,5
24,17,12,38,4,5
24,16,12,39,4,5
24,17,11,39,4,5
24,15,12,40,4,5
24,16,11,40,4,5
24,14,12,41,4,5
24,15,11,41,4,5
21,18,23,30,4,4
18,16,20,39,1,6
18,15,20,40,1,6
18,14,20,41,1,6
21,22,20,29,5,3
18,17,14,42,2,7
19,16,14,42,2,7
20,15,14,42,2,7
21,20,10,43,3,3
18,16,14,43,2,7
19,15,14,43,2,7
20,14,14,43,2,7
21,20,9,44,3,3
18,15,14,44,2,7
19,14,14,44,2,7
20,13,14,44,2,7
18,14,14,45,2,7
19,13,14,45,2,7
18,13,14,46,2,7
25,21,14,36,3,1
25,16,10,37,7,5
25,17,9,37,7,5
25,15,10,38,7,5
25,16,9,38,7,5
25,14,10,39,7,5
25,15,9,39,7,5
25,13,10,40,7,5
25,14,9,40,7,5
25,13,9,41,7,5
21,18,25,26,6,4
21,18,24,27,6,4
21,18,23,28,6,4
18,25,19,30,1,7
18,26,18,30,1,7
18,27,17,30,1,7
25,30,14,24,6,1
25,29,14,25,6,1
21,19,8,40,10,2
21,18,8,41,10,2
21,19,8,41,9,2
21,19,7,41,10,2
21,20,19,30,5,5
23,26,10,33,4,4
21,27,8,35,8,1
21,13,17,36,6,7
17,17,20,39,1,6
16,17,20,40,1,6
17,16,20,40,1,6
15,17,20,41,1,6
16,16,20,41,1,6
17,15,20,41,1,6
21,21,14,34,2,8
21,21,13,35,2,8
22,24,12,33,1,8
16,28,10,39,3,4
17,28,9,39,3,4
15,28,10,40,3,4
16,28,9,40,3,4
15,28,9,41,3,4
23,30,16,28,2,1
23,29,16,29,2,1
17,28,11,37,3,4
24,22,16,23,10,5
19,18,16,36,4,7
17,26,8,39,8,2
16,26,8,40,8,2
17,25,8,40,8,2
17,26,7,40,8,2
15,26,8,41,8,2
16,25,8,41,8,2
16,26,7,41,8,2
17,24,8,41,8,2
17,25,7,41,8,2
19,26,11,39,2,3
18,26,11,40,2,3
19,25,11,40,2,3
18,25,11,41,2,3
21,27,11,34,3,4
21,23,8,39,8,1
21,22,8,40,8,1
21,23,7,40,8,1
21,21,8,41,8,1
21,22,7,41,8,1
17,17,14,44,2,6
16,17,14,45,2,6
17,16,14,45,2,6
15,17,14,46,2,6
16,16,14,46,2,6
17,15,14,46,2,6
25,17,10,38,7,3
25,16,10,39,7,3
25,17,9,39,7,3
25,15,10,40,7,3
25,16,9,40,7,3
25,14,10,41,7,3
25,15,9,41,7,3
21,24,10,38,1,6
21,25,9,38,1,6
21,24,9,39,1,6
21,21,11,41,2,4
25,20,12,27,8,8
25,19,12,28,8,8
25,20,11,28,8,8
23,28,10,29,6,4
23,28,9,29,6,5
23,28,9,30,6,4
22,28,11,31,1,7
21,19,10,43,3,4
21,18,10,44,3,4
21,19,9,44,3,4
21,18,9,45,3,4
23,25,10,35,4,3
23,26,9,35,4,3
22,22,16,31,3,6
21,23,11,38,2,5
24,23,16,26,6,5
23,21,21,32,1,2
25,28,12,24,10,1
25,28,12,25,9,1
25,28,11,25,10,1
25,28,11,26,9,1
25,22,15,34,3,1
19,28,25,22,2,4
19,29,24,22,2,4
19,30,23,22,2,4
20,27,25,22,2,4
20,28,24,22,2,4
20,29,23,22,2,4
20,30,22,22,2,4
19,27,25,23,2,4
19,28,24,23,2,4
19,29,23,23,2,4
19,30,22,23,2,4
20,26,25,23,2,4
20,27,24,23,2,4
20,28,23,23,2,4
20,29,22,23,2,4
20,30,21,23,2,4
19,26,25,24,2,4
19,27,24,24,2,4
19,28,23,24,2,4
19,29,22,24,2,4
19,30,21,24,2,4
20,25,25,24,2,4
20,26,24,24,2,4
20,27,23,24,2,4
20,28,22,24,2,4
20,29,21,24,2,4
19,25,25,25,2,4
19,26,24,25,2,4
19,27,23,25,2,4
19,28,22,25,2,4
19,29,21,25,2,4
20,24,25,25,2,4
20,25,24,25,2,4
20,26,23,25,2,4
20,27,22,25,2,4
20,28,21,25,2,4
19,24,25,26,2,4
19,25,24,26,2,4
19,26,23,26,2,4
19,27,22,26,2,4
19,28,21,26,2,4
20,24,24,26,2,4
20,25,23,26,2,4
20,26,22,26,2,4
20,27,21,26,2,4
19,24,24,27,2,4
19,25,23,27,2,4
19,26,22,27,2,4
19,27,21,27,2,4
20,24,23,27,2,4
20,25,22,27,2,4
20,26,21,27,2,4
19,24,23,28,2,4
19,25,22,28,2,4
19,26,21,28,2,4
20,24,22,28,2,4
20,25,21,28,2,4
21,22,19,29,5,4
24,17,25,25,4,5
24,16,25,26,4,5
24,17,24,26,4,5
24,15,25,27,4,5
24,16,24,27,4,5
24,17,23,27,4,5
24,14,25,28,4,5
24,15,24,28,4,5
24,16,23,28,4,5
24,17,22,28,4,5
22,14,14,36,7,7
22,21,19,29,3,6
21,23,8,41,5,2
15,24,25,30,3,3
15,25,24,30,3,3
15,26,23,30,3,3
15,27,22,30,3,3
15,28,21,30,3,3
16,24,24,30,3,3
16,25,23,30,3,3
16,26,22,30,3,3
16,27,21,30,3,3
17,24,23,30,3,3
17,25,22,30,3,3
17,26,21,30,3,3
21,23,18,30,1,7
23,28,12,27,7,3
22,21,19,29,1,8
22,18,13,35,7,5
19,27,12,37,2,3
22,17,13,37,5,6
18,28,10,38,3,3
19,28,9,38,3,3
22,27,8,33,8,2
22,15,14,36,7,6
18,17,20,37,3,5
21,22,21,22,10,4
22,23,16,29,2,8
21,27,7,36,8,1
17,27,11,38,2,5
18,25,10,42,2,3
18,26,9,42,2,3
19,25,9,42,2,3
18,25,9,43,2,3
25,21,25,24,4,1
25,21,24,25,4,1
25,21,23,26,4,1
25,21,22,27,4,1
25,21,10,32,5,7
18,13,25,36,2,6
18,14,24,36,2,6
18,15,23,36,2,6
18,16,22,36,2,6
18,17,21,36,2,6
18,13,24,37,2,6
18,14,23,37,2,6
18,15,22,37,2,6
18,16,21,37,2,6
24,20,16,27,5,8
24,19,16,28,5,8
24,28,13,32,2,1
22,14,15,37,6,6
21,21,10,42,2,4
21,21,9,43,2,4
21,21,11,40,3,4
25,22,10,33,7,3
25,22,9,34,7,3
19,24,12,39,3,3
18,24,12,40,3,3
18,13,19,42,2,6
18,14,18,42,2,6
18,15,17,42,2,6
18,13,18,43,2,6
18,14,17,43,2,6
18,13,17,44,2,6
15,28,19,31,2,5
15,29,18,31,2,5
15,30,17,31,2,5
16,27,19,31,2,5
16,28,18,31,2,5
16,29,17,31,2,5
17,26,19,31,2,5
17,27,18,31,2,5
17,28,17,31,2,5
15,27,19,32,2,5
15,28,18,32,2,5
15,29,17,32,2,5
16,26,19,32,2,5
16,27,18,32,2,5
16,28,17,32,2,5
17,25,19,32,2,5
17,26,18,32,2,5
17,27,17,32,2,5
15,26,19,33,2,5
15,27,18,33,2,5
15,28,17,33,2,5
16,25,19,33,2,5
16,26,18,33,2,5
16,27,17,33,2,5
17,24,19,33,2,5
17,25,18,33,2,5
17,26,17,33,2,5
15,25,19,34,2,5
15,26,18,34,2,5
15,27,17,34,2,5
16,24,19,34,2,5
16,25,18,34,2,5
16,26,17,34,2,5
17,24,18,34,2,5
17,25,17,34,2,5
15,24,19,35,2,5
15,25,18,35,2,5
15,26,17,35,2,5
16,24,18,35,2,5
16,25,17,35,2,5
17,24,17,35,2,5
21,21,20,30,4,4
22,27,8,34,8,1
15,16,25,36,2,6
15,17,24,36,2,6
16,15,25,36,2,6
16,16,24,36,2,6
16,17,23,36,2,6
17,14,25,36,2,6
17,15,24,36,2,6
17,16,23,36,2,6
17,17,22,36,2,6
15,15,25,37,2,6
15,16,24,37,2,6
15,17,23,37,2,6
16,14,25,37,2,6
16,15,24,37,2,6
16,16,23,37,2,6
16,17,22,37,2,6
17,13,25,37,2,6
17,14,24,37,2,6
17,15,23,37,2,6
17,16,22,37,2,6
17,17,21,37,2,6
21,24,15,22,10,8
21,25,15,22,9,8
21,24,15,23,9,8
22,28,10,31,1,8
22,28,9,32,1,8
22,18,20,32,2,6
24,28,10,23,8,7
24,28,10,24,8,6
24,28,9,24,8,7
24,28,9,25,8,6
15,16,19,42,2,6
15,17,18,42,2,6
16,15,19,42,2,6
16,16,18,42,2,6
16,17,17,42,2,6
17,14,19,42,2,6
17,15,18,42,2,6
17,16,17,42,2,6
15,15,19,43,2,6
15,16,18,43,2,6
15,17,17,43,2,6
16,14,19,43,2,6
16,15,18,43,2,6
16,16,17,43,2,6
17,13,19,43,2,6
17,14,18,43,2,6
17,15,17,43,2,6
15,14,19,44,2,6
15,15,18,44,2,6
15,16,17,44,2,6
16,13,19,44,2,6
16,14,18,44,2,6
16,15,17,44,2,6
17,13,18,44,2,6
17,14,17,44,2,6
15,13,19,45,2,6
15,14,18,45,2,6
15,15,17,45,2,6
16,13,18,45,2,6
16,14,17,45,2,6
17,13,17,45,2,6
15,13,18,46,2,6
15,14,17,46,2,6
16,13,17,46,2,6
18,30,16,30,2,4
25,20,14,37,3,1
22,14,14,38,6,6
22,13,14,39,6,6
25,17,10,36,6,6
25,16,10,36,6,7
25,17,9,36,6,7
21,21,23,22,10,3
21,21,22,23,10,3
21,21,21,24,10,3
25,30,13,23,8,1
25,29,13,24,8,1
21,22,24,22,7,4
21,22,23,23,7,4
21,22,22,24,7,4
21,22,21,25,7,4
25,30,14,23,7,1
25,29,14,24,7,1
24,22,19,22,5,8
24,22,18,23,5,8
24,22,17,24,5,8
22,30,16,22,5,5
22,29,16,23,5,5
22,28,16,24,5,5
22,27,16,25,5,5
22,26,16,26,5,5
22,25,16,27,5,5
22,24,16,28,5,5
21,27,11,34,2,5
19,30,10,36,2,3
18,30,10,37,2,3
19,29,10,37,2,3
19,30,9,37,2,3
17,24,10,43,2,4
16,24,10,44,2,4
17,24,9,44,2,4
15,24,10,45,2,4
16,24,9,45,2,4
21,20,14,35,2,8
20,29,9,36,3,3
21,18,24,29,4,4
24,22,12,34,4,4
24,22,11,35,4,4
18,28,15,30,1,8
19,27,15,30,1,8
20,26,15,30,1,8
18,27,15,31,1,8
19,26,15,31,1,8
20,25,15,31,1,8
18,26,15,32,1,8
19,25,15,32,1,8
20,24,15,32,1,8
18,25,15,33,1,8
19,24,15,33,1,8
18,24,15,34,1,8
21,21,9,42,3,4
24,23,17,22,8,6
24,18,20,35,2,1
24,17,20,36,2,1
24,16,20,37,2,1
25,13,16,32,10,4
24,22,16,24,9,5
24,22,16,25,8,5
21,25,16,31,4,3
21,24,16,32,4,3
25,14,16,31,10,4
22,19,19,30,6,4
22,20,18,30,6,4
23,23,16,24,7,7
23,23,16,25,7,6
25,15,16,32,8,4
25,14,16,33,8,4
25,13,16,34,8,4
19,13,22,38,1,7
19,14,21,38,1,7
20,13,21,38,1,7
19,29,25,22,2,3
19,30,24,22,2,3
20,28,25,22,2,3
20,29,24,22,2,3
20,30,23,22,2,3
19,28,25,23,2,3
19,29,24,23,2,3
19,30,23,23,2,3
20,27,25,23,2,3
20,28,24,23,2,3
20,29,23,23,2,3
20,30,22,23,2,3
25,26,19,24,4,2
19,27,25,24,2,3
19,28,24,24,2,3
19,29,23,24,2,3
19,30,22,24,2,3
20,26,25,24,2,3
20,27,24,24,2,3
20,28,23,24,2,3
20,29,22,24,2,3
20,30,21,24,2,3
25,25,19,25,4,2
25,26,18,25,4,2
19,26,25,25,2,3
19,27,24,25,2,3
19,28,23,25,2,3
19,29,22,25,2,3
19,30,21,25,2,3
20,25,25,25,2,3
20,26,24,25,2,3
20,27,23,25,2,3
20,28,22,25,2,3
20,29,21,25,2,3
25,24,19,26,4,2
25,25,18,26,4,2
19,25,25,26,2,3
19,26,24,26,2,3
19,27,23,26,2,3
19,28,22,26,2,3
19,29,21,26,2,3
20,24,25,26,2,3
20,25,24,26,2,3
20,26,23,26,2,3
20,27,22,26,2,3
20,28,21,26,2,3
25,24,18,27,4,2
19,24,25,27,2,3
19,25,24,27,2,3
19,26,23,27,2,3
19,27,22,27,2,3
19,28,21,27,2,3
20,24,24,27,2,3
20,25,23,27,2,3
20,26,22,27,2,3
20,27,21,27,2,3
19,24,24,28,2,3
19,25,23,28,2,3
19,26,22,28,2,3
19,27,21,28,2,3
20,24,23,28,2,3
20,25,22,28,2,3
20,26,21,28,2,3
20,28,10,37,2,3
25,16,16,31,8,4
22,24,16,29,4,5
23,20,21,33,1,2
23,19,21,34,1,2
18,24,22,30,3,3
18,25,21,30,3,3
17,27,11,39,2,4
16,27,11,40,2,4
15,27,11,41,2,4
17,17,13,44,2,7
16,17,13,45,2,7
17,16,13,45,2,7
15,17,13,46,2,7
16,16,13,46,2,7
17,15,13,46,2,7
22,24,14,22,10,8
22,25,14,22,9,8
22,25,13,22,10,8
22,26,13,22,9,8
22,24,14,23,9,8
22,24,13,23,10,8
22,25,13,23,9,8
22,24,13,24,9,8
21,21,25,23,7,3
21,21,24,24,7,3
21,21,23,25,7,3
21,21,22,26,7,3
21,21,21,27,7,3
23,26,12,27,4,8
23,25,12,28,4,8
22,27,7,35,8,1
22,19,21,31,4,3
23,28,12,24,10,3
23,28,12,25,9,3
22,25,14,22,10,7
22,26,14,22,9,7
22,24,14,23,10,7
22,25,14,23,9,7
22,24,14,24,9,7
23,19,11,44,2,1
23,18,11,45,2,1
25,21,16,34,3,1
22,30,11,28,1,8
22,29,11,29,1,8
20,27,7,39,6,1
18,29,10,36,2,5
18,30,9,36,2,5
19,29,9,36,2,5
18,29,9,37,2,5
20,26,8,38,7,1
20,17,19,40,1,3
19,17,19,41,1,3
20,16,19,41,1,3
20,17,18,41,1,3
19,27,20,29,2,3
20,26,20,29,2,3
18,27,7,37,9,2
21,22,22,22,9,4
21,22,21,23,9,4
22,13,18,38,4,5
22,14,17,38,4,5
22,13,17,39,4,5
19,25,19,30,2,5
19,26,18,30,2,5
19,27,17,30,2,5
20,24,19,30,2,5
20,25,18,30,2,5
20,26,17,30,2,5
18,25,19,31,2,5
18,26,18,31,2,5
18,27,17,31,2,5
18,24,19,32,2,5
18,25,18,32,2,5
18,26,17,32,2,5
18,24,18,33,2,5
18,25,17,33,2,5
18,24,17,34,2,5
24,22,16,28,5,5
22,16,11,46,1,4
21,15,11,49,1,3
21,14,11,50,1,3
20,28,9,36,2,5
22,13,13,36,10,6
23,18,20,22,10,7
23,18,20,23,10,6
18,26,11,38,2,5
19,25,11,38,2,5
21,17,16,38,5,3
20,24,8,39,7,2
20,25,7,39,7,2
21,16,16,39,5,3
20,24,7,40,7,2
21,15,16,40,5,3
21,14,16,41,5,3
17,30,25,22,2,4
16,30,25,23,2,4
17,29,25,23,2,4
17,30,24,23,2,4
15,30,25,24,2,4
16,29,25,24,2,4
16,30,24,24,2,4
17,28,25,24,2,4
17,29,24,24,2,4
17,30,23,24,2,4
15,29,25,25,2,4
15,30,24,25,2,4
16,28,25,25,2,4
16,29,24,25,2,4
16,30,23,25,2,4
17,27,25,25,2,4
17,28,24,25,2,4
17,29,23,25,2,4
17,30,22,25,2,4
15,28,25,26,2,4
15,29,24,26,2,4
15,30,23,26,2,4
16,27,25,26,2,4
16,28,24,26,2,4
16,29,23,26,2,4
16,30,22,26,2,4
17,26,25,26,2,4
17,27,24,26,2,4
17,28,23,26,2,4
17,29,22,26,2,4
17,30,21,26,2,4
15,27,25,27,2,4
15,28,24,27,2,4
15,29,23,27,2,4
15,30,22,27,2,4
16,26,25,27,2,4
16,27,24,27,2,4
16,28,23,27,2,4
16,29,22,27,2,4
16,30,21,27,2,4
17,25,25,27,2,4
17,26,24,27,2,4
17,27,23,27,2,4
17,28,22,27,2,4
17,29,21,27,2,4
15,26,25,28,2,4
15,27,24,28,2,4
15,28,23,28,2,4
15,29,22,28,2,4
15,30,21,28,2,4
16,25,25,28,2,4
16,26,24,28,2,4
16,27,23,28,2,4
16,28,22,28,2,4
16,29,21,28,2,4
17,24,25,28,2,4
17,25,24,28,2,4
17,26,23,28,2,4
17,27,22,28,2,4
17,28,21,28,2,4
23,23,19,33,1,1
23,23,18,34,1,1
19,14,20,39,1,7
20,13,20,39,1,7
19,13,20,40,1,7
21,20,10,43,2,4
21,20,9,44,2,4
23,18,20,24,8,7
23,18,20,25,8,6
22,21,25,22,2,8
22,21,24,23,2,8
22,21,23,24,2,8
22,21,22,25,2,8
22,21,21,26,2,8
21,20,11,41,3,4
20,17,19,38,2,4
19,17,19,39,2,4
20,16,19,39,2,4
20,17,18,39,2,4
19,16,19,40,2,4
19,17,18,40,2,4
20,15,19,40,2,4
20,16,18,40,2,4
20,17,17,40,2,4
19,15,19,41,2,4
19,16,18,41,2,4
19,17,17,41,2,4
20,14,19,41,2,4
20,15,18,41,2,4
20,16,17,41,2,4
15,27,10,42,2,4
16,27,9,42,2,4
15,27,9,43,2,4
21,25,8,38,6,2
21,26,7,38,6,2
21,23,16,32,2,6
20,30,11,33,1,5
23,25,10,34,4,4
23,26,9,34,4,4
23,28,10,28,6,5
22,18,14,33,8,5
21,21,24,22,9,3
21,21,23,23,9,3
21,21,22,24,9,3
21,21,21,25,9,3
25,23,12,29,8,3
25,23,11,30,8,3
21,21,8,38,10,2
21,22,8,38,9,2
21,22,7,38,10,2
21,23,7,38,9,2
20,26,10,38,2,4
24,23,19,22,5,7
24,23,19,23,5,6
24,23,18,23,5,7
24,23,18,24,5,6
24,23,17,24,5,7
24,23,17,25,5,6
24,13,24,35,3,1
24,14,23,35,3,1
24,15,22,35,3,1
24,13,23,36,3,1
24,14,22,36,3,1
24,13,22,37,3,1
18,29,11,36,3,3
15,16,15,47,2,5
16,15,15,47,2,5
17,14,15,47,2,5
15,15,15,48,2,5
16,14,15,48,2,5
17,13,15,48,2,5
15,14,25,36,6,4
15,15,24,36,6,4
15,16,23,36,6,4
15,17,22,36,6,4
16,13,25,36,6,4
16,14,24,36,6,4
16,15,23,36,6,4
16,16,22,36,6,4
16,17,21,36,6,4
17,13,24,36,6,4
17,14,23,36,6,4
17,15,22,36,6,4
17,16,21,36,6,4
22,13,19,38,5,3
22,14,18,38,5,3
22,15,17,38,5,3
22,13,18,39,5,3
22,14,17,39,5,3
22,13,17,40,5,3
22,26,10,34,3,5
20,25,8,38,8,1
20,26,7,38,8,1
25,14,16,32,9,4
25,13,16,33,9,4
25,17,10,37,8,3
25,16,10,38,8,3
25,17,9,38,8,3
25,15,10,39,8,3
25,16,9,39,8,3
25,14,10,40,8,3
25,15,9,40,8,3
25,13,10,41,8,3
25,14,9,41,8,3
17,17,14,43,2,7
16,17,14,44,2,7
17,16,14,44,2,7
15,17,14,45,2,7
16,16,14,45,2,7
17,15,14,45,2,7
15,16,14,46,2,7
16,15,14,46,2,7
17,14,14,46,2,7
21,20,10,42,3,4
21,20,9,43,3,4
25,15,16,31,9,4
19,28,11,37,2,3
22,23,20,27,1,7
16,30,15,30,1,8
17,29,15,30,1,8
15,30,15,31,1,8
16,29,15,31,1,8
17,28,15,31,1,8
15,29,15,32,1,8
16,28,15,32,1,8
17,27,15,32,1,8
15,28,15,33,1,8
16,27,15,33,1,8
17,26,15,33,1,8
15,27,15,34,1,8
16,26,15,34,1,8
17,25,15,34,1,8
15,26,15,35,1,8
16,25,15,35,1,8
17,24,15,35,1,8
24,21,16,26,6,7
24,21,16,27,6,6
21,21,17,29,8,4
22,17,16,36,4,5
24,17,20,35,2,2
24,16,20,36,2,2
24,15,20,37,2,2
22,16,14,37,5,6
25,15,10,37,8,5
25,16,9,37,8,5
25,14,10,38,8,5
25,15,9,38,8,5
25,13,10,39,8,5
25,14,9,39,8,5
25,13,9,40,8,5
21,19,20,31,6,3
20,24,7,39,8,2
22,13,16,36,8,5
23,21,11,42,2,1
22,21,16,32,2,7
25,27,20,22,4,2
18,26,11,39,2,4
19,25,11,39,2,4
